127,1660233931741 ,1660234547509 
128,1660233931741 ,1660241141908 
128,1660233931741 ,1660241754999 
128,1660233931741 ,1660248342202 
128,1660233931741 ,1660248962900 
128,1660233931741 ,1660255542488 
128,1660233931741 ,1660256170529 
128,1660233931741 ,1660262742758 
128,1660233931741 ,1660263378030 
128,1660233931741 ,1660263462996 
128,1660233931741 ,1660263978065 
128,1660233931741 ,1660269943124 
128,1660233931741 ,1660270585452 
128,1660233931741 ,1660277143517 
128,1660233931741 ,1660277792931 
128,1660233931741 ,1660284343813 
128,1660233931741 ,1660285000315 
128,1660233931741 ,1660291544143 
128,1660233931741 ,1660292207997 
128,1660233931741 ,1660292808045 
128,1660233931741 ,1660298744512 
128,1660233931741 ,1660299415786 
128,1660233931741 ,1660305344781 
128,1660233931741 ,1660305726451 
128,1660233931741 ,1660305726551 
128,1660233931741 ,1660305944827 
128,1660233931741 ,1660306623467 
128,1660233931741 ,1660313145143 
128,1660233931741 ,1660313830787 
128,1660233931741 ,1660320345457 
128,1660233931741 ,1660321038211 
128,1660233931741 ,1660327546164 
128,1660233931741 ,1660328245633 
128,1660233931741 ,1660334746469 
128,1660233931741 ,1660335453189 
128,1660233931741 ,1660341946791 
128,1660233931741 ,1660342660640 
128,1660233931741 ,1660348547094 
128,1660233931741 ,1660349147136 
128,1660233931741 ,1660349868518 
128,1660233931741 ,1660350468562 
128,1660233931741 ,1660353878397 
128,1660233931741 ,1660356347408 
128,1660233931741 ,1660357076396 
128,1660233931741 ,1660363547809 
128,1660233931741 ,1660364284073 
128,1660233931741 ,1660370748233 
128,1660233931741 ,1660371491510 
128,1660233931741 ,1660371738680 
128,1660233931741 ,1660371738680 
128,1660233931741 ,1660371738682 
128,1660233931741 ,1660371738683 
128,1660233931741 ,1660371859860 
128,1660233931741 ,1660376266300 
128,1660233931741 ,1660382361973 
128,1660233931741 ,1660382613019 
128,1660233931741 ,1660383211324 
128,1660233931741 ,1660383444848 
53,1660383444857 ,1660383447901 
53,1660383444857 ,1660383447952 
84,1660383447957 ,1660383450967 
84,1660383447957 ,1660383451504 
129,1660383455695 ,1660383461020 
129,1660383455695 ,1660383476369 
129,1660383455695 ,1660383593294 
129,1660383455695 ,1660383593315 
129,1660383455695 ,1660383777590 
129,1660383455695 ,1660389973642 
129,1660383455695 ,1660389973674 
129,1660383455695 ,1660395187302 
129,1660383455695 ,1660406498688 
129,1660383455695 ,1660409701691 
129,1660383455695 ,1660409701692 
129,1660383455695 ,1660413836421 
129,1660383455695 ,1660413836431 
129,1660383455695 ,1660423117734 
129,1660383455695 ,1660423117735 
129,1660383455695 ,1660428349285 
129,1660383455695 ,1660428349293 
129,1660383455695 ,1660440106305 
129,1660383455695 ,1660441282270 
129,1660383455695 ,1660442495083 
129,1660383455695 ,1660442495133 
129,1660383455695 ,1660443185160 
129,1660383455695 ,1660443185162 
129,1660383455695 ,1660448793482 
129,1660383455695 ,1660450411099 
129,1660383455695 ,1660461880471 
129,1660383455695 ,1660483565383 
129,1660383455695 ,1660483566421 
129,1660383455695 ,1660483566939 
129,1660383455695 ,1660483568625 
129,1660383455695 ,1660483572588 
129,1660383455695 ,1660483572707 
129,1660383455695 ,1660483613454 
129,1660383455695 ,1660483685521 
129,1660383455695 ,1660483685653 
129,1660383455695 ,1660483687573 
129,1660383455695 ,1660483730356 
129,1660383455695 ,1660483730356 
129,1660383455695 ,1660483730357 
130,1660483739255 ,1660483757412 
130,1660483739255 ,1660483787186 
131,1660483787188 ,1660483815603 
68,1660483815611 ,1660483819673 
68,1660483815611 ,1660483822340 
68,1660483815611 ,1660483825971 
68,1660483815611 ,1660483826093 
68,1660483815611 ,1660483828022 
68,1660483815611 ,1660484166447 
68,1660483815611 ,1660484347641 
68,1660483815611 ,1660490782296 
68,1660483815611 ,1660490979467 
68,1660483815611 ,1660490979612 
68,1660483815611 ,1660490981519 
68,1660483815611 ,1660491578501 
132,1660497332403 ,1660497338635 
132,1660497332403 ,1660498060843 
132,1660497332403 ,1660499224323 
132,1660499227227 ,1660499236907 
132,1660499227227 ,1660499238919 
133,1660499238923 ,1660499391887 
133,1660499238923 ,1660519592134 
133,1660499238923 ,1660519867435 
133,1660499238923 ,1660523101390 
133,1660499238923 ,1660526681909 
133,1660499238923 ,1660527174368 
133,1660499238923 ,1660528645530 
133,1660499238923 ,1660535579558 
133,1660499238923 ,1660535880453 
