139,1660093101453 ,1660093103411 
139,1660115290401 ,1660120928375 
139,1660189164736 ,1660371750240 
139,1660383171268 ,1660383231260 
139,1660383439311 ,1660383444792 
139,1660383446029 ,1660383447884 
139,1660383448635 ,1660383448671 
139,1660383452177 ,1660383452624 
139,1660483568086 ,1660483571478 
139,1660483665100 ,1660483684438 
139,1660483686365 ,1660483698751 
139,1660483700091 ,1660483739227 
139,1660483757030 ,1660483787125 
139,1660483787684 ,1660483801567 
139,1660483802508 ,1660483805497 
139,1660483806276 ,1660483815555 
139,1660483819227 ,1660483824888 
139,1660484141798 ,1660484782970 
139,1660484932184 ,1660485655114 
139,1660485656770 ,1660485659286 
139,1660485659986 ,1660490978433 
139,1660491036771 ,1660492384745 
139,1660492891395 ,1660492902227 
139,1660492904325 ,1660497332346 
139,1660497336305 ,1660497337324 
139,1660497338295 ,1660497345460 
139,1660497346370 ,1660497353936 
139,1660497354697 ,1660499223195 
139,1660499223963 ,1660499224933 
139,1660499225584 ,1660499225622 
139,1660499228446 ,1660499238857 
139,1660555579640 ,1660555597464 
139,1660555607710 ,1660555629974 
139,1660555795362 ,1660555798636 
139,1660556017891 ,1660556020616 
139,1660557766094 ,1660558187943 
139,1660558201161 ,1660558205936 
139,1660558293788 ,1660558295898 
139,1660559128619 ,1660559130657 
139,1660561326360 ,1660561328513 
139,1660561369984 ,1660561372313 
139,1660561592552 ,1660561594896 
139,1660561638410 ,1660561638720 
139,1660562372428 ,1660562375180 
132,1660497332403 ,1660497336297 
132,1660497337332 ,1660497338284 
132,1660499223209 ,1660499223956 
132,1660499227227 ,1660499228445 
140,1660483565186 ,1660483565206 
140,1660483565371 ,1660483565383 
140,1660492902237 ,1660492904284 
130,1659777042112 ,1659777089298 
130,1660093099028 ,1660093101453 
130,1660483739255 ,1660483757019 
130,1660555597465 ,1660555607710 
68,1660483815611 ,1660483817077 
68,1660483817087 ,1660483819216 
134,1660499224994 ,1660499225584 
134,1660555629988 ,1660555633236 
134,1660555633242 ,1660555649573 
134,1660555799834 ,1660555944804 
134,1660555944900 ,1660555945488 
134,1660555947075 ,1660555964979 
134,1660555966079 ,1660555967930 
134,1660555967936 ,1660555985065 
134,1660556025201 ,1660556054246 
134,1660558194516 ,1660558199116 
134,1660558199134 ,1660558200252 
134,1660558200273 ,1660558201152 
134,1660561379401 ,1660561382497 
131,1660483787188 ,1660483787684 
141,1660483801642 ,1660483802503 
141,1660483805499 ,1660483806273 
141,1660485659294 ,1660485659978 
141,1660497345513 ,1660497346353 
141,1660497353951 ,1660497354630 
129,1660383451508 ,1660383452177 
129,1660383454000 ,1660383454003 
129,1660383455695 ,1660383460950 
129,1660483566939 ,1660483568044 
135,1660555649866 ,1660555795362 
135,1660555798712 ,1660555799816 
135,1660555945601 ,1660555947064 
135,1660555965057 ,1660555966070 
135,1660555985160 ,1660556017891 
135,1660556020696 ,1660556025191 
135,1660556054331 ,1660557766082 
135,1660558188015 ,1660558194516 
135,1660558206010 ,1660558293788 
135,1660558295977 ,1660559128619 
135,1660559130724 ,1660561326360 
135,1660561328583 ,1660561369984 
135,1660561372400 ,1660561379391 
135,1660561382498 ,1660561592552 
135,1660561594979 ,1660561638410 
135,1660561638802 ,1660562372428 
55,1660483698816 ,1660483700091 
18,1660483571565 ,1660483665096 
18,1660483684490 ,1660483686365 
18,1660483824950 ,1660484141798 
18,1660490978464 ,1660491036749 
142,1660383454003 ,1660383455126 
84,1660383447957 ,1660383448504 
84,1660383448504 ,1660383448635 
133,1660499238923 ,1660499391596 
133,1660535579558 ,1660555579631 
53,1660383444857 ,1660383446001 
138,1660093101453 ,1660093103411
139,1660115290401 ,1660120928375
139,1660189164736 ,1660371750240
139,1660383171268 ,1660383231260
139,1660383439311 ,1660383444792
139,1660383446029 ,1660383447884
139,1660383448635 ,1660383448671
139,1660383452177 ,1660383452624
139,1660483568086 ,1660483571478
139,1660483665100 ,1660483684438
139,1660483686365 ,1660483698751
139,1660483700091 ,1660483739227
139,1660483757030 ,1660483787125
139,1660483787684 ,1660483801567
139,1660483802508 ,1660483805497
139,1660483806276 ,1660483815555
139,1660483819227 ,1660483824888
139,1660484141798 ,1660484782970
139,1660484932184 ,1660485655114
139,1660485656770 ,1660485659286
139,1660485659986 ,1660490978433
139,1660491036771 ,1660492384745
139,1660492891395 ,1660492902227
139,1660492904325 ,1660497332346
139,1660497336305 ,1660497337324
139,1660497338295 ,1660497345460
139,1660497346370 ,1660497353936
139,1660497354697 ,1660499223195
139,1660499223963 ,1660499224933
139,1660499225584 ,1660499225622
139,1660499228446 ,1660499238857
139,1660555579640 ,1660555597464
139,1660555607710 ,1660555629974
139,1660555795362 ,1660555798636
139,1660556017891 ,1660556020616
139,1660557766094 ,1660558187943
139,1660558201161 ,1660558205936
139,1660558293788 ,1660558295898
139,1660559128619 ,1660559130657
139,1660561326360 ,1660561328513
139,1660561369984 ,1660561372313
139,1660561592552 ,1660561594896
139,1660561638410 ,1660561638720
139,1660562372428 ,1660562375180
132,1660497332403 ,1660497336297
132,1660497337332 ,1660497338284
132,1660499223209 ,1660499223956
132,1660499227227 ,1660499228445
140,1660483565186 ,1660483565206
140,1660483565371 ,1660483565383
140,1660492902237 ,1660492904284
130,1659777042112 ,1659777089298
130,1660093099028 ,1660093101453
130,1660483739255 ,1660483757019
130,1660555597465 ,1660555607710
68,1660483815611 ,1660483817077
68,1660483817087 ,1660483819216
134,1660499224994 ,1660499225584
134,1660555629988 ,1660555633236
134,1660555633242 ,1660555649573
134,1660555799834 ,1660555944804
134,1660555944900 ,1660555945488
134,1660555947075 ,1660555964979
134,1660555966079 ,1660555967930
134,1660555967936 ,1660555985065
134,1660556025201 ,1660556054246
134,1660558194516 ,1660558199116
134,1660558199134 ,1660558200252
134,1660558200273 ,1660558201152
134,1660561379401 ,1660561382497
131,1660483787188 ,1660483787684
141,1660483801642 ,1660483802503
141,1660483805499 ,1660483806273
141,1660485659294 ,1660485659978
141,1660497345513 ,1660497346353
141,1660497353951 ,1660497354630
129,1660383451508 ,1660383452177
129,1660383454000 ,1660383454003
129,1660383455695 ,1660383460950
129,1660483566939 ,1660483568044
135,1660555649866 ,1660555795362
135,1660555798712 ,1660555799816
135,1660555945601 ,1660555947064
135,1660555965057 ,1660555966070
135,1660555985160 ,1660556017891
135,1660556020696 ,1660556025191
135,1660556054331 ,1660557766082
135,1660558188015 ,1660558194516
135,1660558206010 ,1660558293788
135,1660558295977 ,1660559128619
135,1660559130724 ,1660561326360
135,1660561328583 ,1660561369984
135,1660561372400 ,1660561379391
135,1660561382498 ,1660561592552
135,1660561594979 ,1660561638410
135,1660561638802 ,1660562372428
55,1660483698816 ,1660483700091
18,1660483571565 ,1660483665096
18,1660483684490 ,1660483686365
18,1660483824950 ,1660484141798
18,1660490978464 ,1660491036749
142,1660383454003 ,1660383455126
84,1660383447957 ,1660383448504
84,1660383448504 ,1660383448635
133,1660499238923 ,1660499391596
133,1660535579558 ,1660555579631
53,1660383444857 ,1660383446001
138,1660093101453 ,1660093103411
139,1660115290401 ,1660120928375
139,1660189164736 ,1660371750240
139,1660383171268 ,1660383231260
139,1660383439311 ,1660383444792
139,1660383446029 ,1660383447884
139,1660383448635 ,1660383448671
139,1660383452177 ,1660383452624
139,1660483568086 ,1660483571478
139,1660483665100 ,1660483684438
139,1660483686365 ,1660483698751
139,1660483700091 ,1660483739227
139,1660483757030 ,1660483787125
139,1660483787684 ,1660483801567
139,1660483802508 ,1660483805497
139,1660483806276 ,1660483815555
139,1660483819227 ,1660483824888
139,1660484141798 ,1660484782970
139,1660484932184 ,1660485655114
139,1660485656770 ,1660485659286
139,1660485659986 ,1660490978433
139,1660491036771 ,1660492384745
139,1660492891395 ,1660492902227
139,1660492904325 ,1660497332346
139,1660497336305 ,1660497337324
139,1660497338295 ,1660497345460
139,1660497346370 ,1660497353936
139,1660497354697 ,1660499223195
139,1660499223963 ,1660499224933
139,1660499225584 ,1660499225622
139,1660499228446 ,1660499238857
139,1660555579640 ,1660555597464
139,1660555607710 ,1660555629974
139,1660555795362 ,1660555798636
139,1660556017891 ,1660556020616
139,1660557766094 ,1660558187943
139,1660558201161 ,1660558205936
139,1660558293788 ,1660558295898
139,1660559128619 ,1660559130657
139,1660561326360 ,1660561328513
139,1660561369984 ,1660561372313
139,1660561592552 ,1660561594896
139,1660561638410 ,1660561638720
139,1660562372428 ,1660562375180
132,1660497332403 ,1660497336297
132,1660497337332 ,1660497338284
132,1660499223209 ,1660499223956
132,1660499227227 ,1660499228445
140,1660483565186 ,1660483565206
140,1660483565371 ,1660483565383
140,1660492902237 ,1660492904284
130,1659777042112 ,1659777089298
130,1660093099028 ,1660093101453
130,1660483739255 ,1660483757019
130,1660555597465 ,1660555607710
68,1660483815611 ,1660483817077
68,1660483817087 ,1660483819216
134,1660499224994 ,1660499225584
134,1660555629988 ,1660555633236
134,1660555633242 ,1660555649573
134,1660555799834 ,1660555944804
134,1660555944900 ,1660555945488
134,1660555947075 ,1660555964979
134,1660555966079 ,1660555967930
134,1660555967936 ,1660555985065
134,1660556025201 ,1660556054246
134,1660558194516 ,1660558199116
134,1660558199134 ,1660558200252
134,1660558200273 ,1660558201152
134,1660561379401 ,1660561382497
131,1660483787188 ,1660483787684
141,1660483801642 ,1660483802503
141,1660483805499 ,1660483806273
141,1660485659294 ,1660485659978
141,1660497345513 ,1660497346353
141,1660497353951 ,1660497354630
129,1660383451508 ,1660383452177
129,1660383454000 ,1660383454003
129,1660383455695 ,1660383460950
129,1660483566939 ,1660483568044
135,1660555649866 ,1660555795362
135,1660555798712 ,1660555799816
135,1660555945601 ,1660555947064
135,1660555965057 ,1660555966070
135,1660555985160 ,1660556017891
135,1660556020696 ,1660556025191
135,1660556054331 ,1660557766082
135,1660558188015 ,1660558194516
135,1660558206010 ,1660558293788
135,1660558295977 ,1660559128619
135,1660559130724 ,1660561326360
135,1660561328583 ,1660561369984
135,1660561372400 ,1660561379391
135,1660561382498 ,1660561592552
135,1660561594979 ,1660561638410
135,1660561638802 ,1660562372428
55,1660483698816 ,1660483700091
18,1660483571565 ,1660483665096
18,1660483684490 ,1660483686365
18,1660483824950 ,1660484141798
18,1660490978464 ,1660491036749
142,1660383454003 ,1660383455126
84,1660383447957 ,1660383448504
84,1660383448504 ,1660383448635
133,1660499238923 ,1660499391596
133,1660535579558 ,1660555579631
53,1660383444857 ,1660383446001
